id,gradient,synflow,iou,dice,accuracy,dice crossentropy,real_codification,binary_codification
60_AGI5LJUJ5YYBCD7HRZZ5M4VOWLB4GRY_146,12.5842267212,10.4220075222,0.268530011177063,0.4582585096359253,0.1728914380073547,0.3057706356048584,"[0.28, 0.34, 0.11, 0.74, 0.34, 0.41, 0.51, 0.1, 0.34, 0.11, 0.1, 0.68, 0.51, 0.01, 0.1, 0.01, 0.01, 0.56, 0.34, 0.01, 0.51, 0.83, 0.68, 0.21, 0.65, 0.34, 0.81, 0.51, 0.65, 0.68, 0.91, 0.28, 0.34, 0.81, 0.51, 0.46, 0.34, 0.91, 0.28, 0.34, 0.41, 0.01, 0.1, 0.68, 0.01, 0.74, 0.01, 0.51]",01100100011101010110100110100010011110111000110000000100010000111111100111100011100111001111010110011100101010111010110010110000111100001101000111
61_2BCQHANBYUDEZ7U2T7E5K_104,13.6575462405,14.488854505,0.2492138743400573,0.429416298866272,0.1436144709587097,0.2862274050712585,"[0.74, 0.01, 0.11, 0.01, 0.34, 0.01, 0.01, 0.37, 0.01, 0.01, 0.74, 0.01, 0.21, 0.51, 0.01, 0.34, 0.01, 0.28, 0.34, 0.21, 0.01, 0.37, 0.68, 0.91, 0.1, 0.34, 0.71, 0.51, 0.83, 0.68, 0.31, 0.37, 0.34, 0.61]",11010000010001010000001110000001101000011100010100000110010011001111111010011010100111111100100111010101
62_OGKNMBELKMDRJOASV3MTE_104,13.3971858687,12.0958124725,0.2946964502334595,0.4950348138809204,0.2114557027816772,0.3328276872634887,"[0.37, 0.01, 0.41, 0.46, 0.01, 0.91, 0.01, 0.65, 0.01, 0.31, 0.56, 0.34, 0.41, 0.51, 0.56, 0.68, 0.01, 0.37, 0.01, 0.61, 0.01, 0.46, 0.68, 0.01, 0.19, 0.34, 0.61, 0.01, 0.92, 0.68, 0.41, 0.56, 0.68, 0.31]",01110001100101001101011000000100100010110101001100000111000101001011100000010010101011101101100100110010
63_IRZ5CKMKLUSU5WVCCI23Y_104,13.5577802526,12.146821538,0.2640492916107178,0.4305081367492676,0.1367586255073547,0.2854616641998291,"[0.56, 0.34, 0.11, 0.65, 0.68, 0.91, 0.01, 0.19, 0.34, 0.71, 0.65, 0.34, 0.71, 0.51, 0.37, 0.34, 0.31, 0.46, 0.34, 0.21, 0.51, 0.28, 0.68, 0.61, 0.56, 0.34, 0.01, 0.51, 0.19, 0.01, 0.91, 0.28, 0.68, 0.81]",01000100011100111101000100101001100010100101110100100101010011101101101010100010000100100011010110111100
64_AMZGD7E2QPWEI3RJZHKHPRCZPGLBRBQ_146,14.3551067122,13.7793492351,0.2738874554634094,0.4664540290832519,0.1807238459587097,0.3115869760513305,"[0.65, 0.68, 0.31, 0.28, 0.01, 0.51, 0.51, 0.92, 0.34, 0.21, 0.46, 0.01, 0.11, 0.51, 0.92, 0.68, 0.11, 0.01, 0.01, 0.41, 0.51, 0.65, 0.34, 0.71, 0.92, 0.34, 0.21, 0.51, 0.46, 0.01, 0.51, 0.37, 0.68, 0.11, 0.01, 0.19, 0.68, 0.31, 0.83, 0.01, 0.81, 0.51, 0.28, 0.01, 0.41, 0.19, 0.01, 0.41]",11001100100110000111111100100110101000001111101100010001000110111000101001110010011101010001110111110001000101100101111001100101100001100010000110
65_AEDGBBNJRLKQOS3YRFIS2UBA6G3MKRY_146,11.8895418593,9.8573540321,0.2676766514778137,0.4520654678344726,0.1726323366165161,0.2973285317420959,"[0.56, 0.01, 0.41, 0.28, 0.01, 0.31, 0.01, 0.19, 0.68, 0.61, 0.1, 0.01, 0.61, 0.01, 0.74, 0.34, 0.71, 0.01, 0.68, 0.71, 0.51, 0.28, 0.68, 0.81, 0.56, 0.34, 0.31, 0.51, 0.56, 0.34, 0.31, 0.74, 0.34, 0.71, 0.01, 0.01, 0.01, 0.11, 0.92, 0.01, 0.91, 0.51, 0.28, 0.68, 0.11, 0.46, 0.01, 0.51]",01000001100110000010000101101010011000101011010101000001110100101101111000100010010101000100101101010100000010000011110001101101101100010101000111
66_DWKTOBFCDE6R4OQ3S5IVI_104,13.3055061594,9.1189777808,0.2565939426422119,0.4340232610702514,0.1557317972183227,0.2819432020187378,"[0.01, 0.68, 0.41, 0.46, 0.34, 0.21, 0.01, 0.92, 0.01, 0.31, 0.46, 0.01, 0.71, 0.01, 0.28, 0.34, 0.21, 0.74, 0.01, 0.51, 0.51, 0.01, 0.68, 0.71, 0.1, 0.34, 0.81, 0.51, 0.37, 0.34, 0.71, 0.46, 0.34, 0.71]",00011101100101010011011100000100101000100001100100111101000111100011101000011011100101110101000101010100
67_AEKPIPULBFGIYS7GQDMTKXSGMARDJ7I_146,14.6267197353,15.28706901,0.2781553268432617,0.4680458307266235,0.1761001348495483,0.3165860176086426,"[0.56, 0.34, 0.71, 0.83, 0.34, 0.01, 0.51, 0.83, 0.34, 0.11, 0.28, 0.01, 0.71, 0.51, 0.56, 0.68, 0.31, 0.1, 0.01, 0.71, 0.51, 0.37, 0.68, 0.21, 0.56, 0.01, 0.11, 0.51, 0.28, 0.34, 0.21, 0.46, 0.34, 0.51, 0.51, 0.19, 0.01, 0.81, 0.65, 0.01, 0.11, 0.01, 0.19, 0.01, 0.91, 0.1, 0.68, 0.91]",01000101001111010000111110100010110000100101001100100011000100101111100110100000001101100100110101010111100100011001100000001000100011010011111101
68_ANLTDLTCFNAUWO5NXILSYH5O73BUHVI_146,13.5107904931,12.7334846086,0.2592233419418335,0.4449942111968994,0.1646205186843872,0.297930359840393,"[0.74, 0.34, 0.51, 0.1, 0.01, 0.41, 0.51, 0.37, 0.01, 0.81, 0.56, 0.34, 0.61, 0.51, 0.56, 0.01, 0.61, 0.19, 0.68, 0.21, 0.51, 0.37, 0.34, 0.41, 0.74, 0.68, 0.71, 0.01, 0.46, 0.68, 0.31, 0.65, 0.01, 0.51, 0.51, 0.74, 0.34, 0.91, 0.83, 0.68, 0.41, 0.01, 0.1, 0.34, 0.01, 0.83, 0.34, 0.61]",11010101110011000110101110011000100010101101000001010010110011101110101101101110100001011100101100000111111010111011111110110000110100001111010101
69_DQPUN2PZPXC576EPS5ANO_104,14.0856665991,7.0101969516,0.269736647605896,0.4349775314331054,0.1790497303009033,0.2643259763717651,"[0.01, 0.68, 0.01, 0.37, 0.68, 0.71, 0.01, 0.74, 0.68, 0.71, 0.83, 0.68, 0.31, 0.51, 0.83, 0.34, 0.81, 0.46, 0.68, 0.51, 0.51, 0.83, 0.68, 0.11, 0.01, 0.68, 0.81, 0.51, 0.37, 0.34, 0.01, 0.1, 0.34, 0.51]",00011100000111110100011011101001111110010111110111000101110111111111100010001111100101110100000011010111
70_AD6X2HUZ4UY3KUPC4AYG6U4CMYIQYVQ_146,12.8203565268,9.9064638806,0.2520635724067688,0.4297285079956054,0.1498525142669677,0.2822723388671875,"[0.1, 0.68, 0.91, 0.37, 0.68, 0.71, 0.01, 0.83, 0.34, 0.21, 0.1, 0.68, 0.31, 0.51, 0.1, 0.01, 0.41, 0.74, 0.34, 0.61, 0.01, 0.1, 0.68, 0.11, 0.37, 0.01, 0.01, 0.01, 0.65, 0.01, 0.41, 0.83, 0.34, 0.71, 0.51, 0.65, 0.01, 0.71, 0.65, 0.68, 0.01, 0.51, 0.01, 0.01, 0.21, 0.01, 0.34, 0.41]",00111111010111110100011110100110011110010100110001101101010101000111100010111000000011000001101111010100111000001001100110000100010000110001010110
71_342R6ITAPE2QPOJQEXIZK_104,14.9156274641,10.6650320106,0.2378953695297241,0.395110011100769,0.0866150856018066,0.2754849791526794,"[0.74, 0.68, 0.81, 0.74, 0.34, 0.11, 0.51, 0.92, 0.34, 0.11, 0.1, 0.01, 0.01, 0.51, 0.92, 0.34, 0.21, 0.46, 0.01, 0.11, 0.51, 0.74, 0.68, 0.31, 0.28, 0.01, 0.11, 0.01, 0.46, 0.68, 0.71, 0.28, 0.34, 0.61]",11011111001101010001111100100010011000000111100100110101000001111011100100110000001001011101000110010101
73_MS6HDYSYTAXRZKLOBYP3A_104,11.8627597052,10.794255247,0.2761602401733398,0.4688481092453003,0.1823979616165161,0.3140536546707153,"[0.28, 0.34, 0.31, 0.83, 0.01, 0.51, 0.01, 0.1, 0.68, 0.11, 0.19, 0.68, 0.11, 0.01, 0.28, 0.01, 0.31, 0.83, 0.01, 0.51, 0.01, 0.46, 0.34, 0.31, 0.74, 0.68, 0.01, 0.01, 0.92, 0.01, 0.51, 0.92, 0.68, 0.01]",01100100101111000111000111100010010110001001100000101111000111001010100101101110000011100001111110110000
74_OSFURGXGBTJ4HKXGMU37K_104,13.0777604813,11.2536201655,0.2758595943450928,0.4692331552505493,0.1902702450752258,0.3140676021575928,"[0.37, 0.34, 0.31, 0.19, 0.68, 0.71, 0.51, 0.01, 0.01, 0.91, 0.37, 0.01, 0.81, 0.01, 0.1, 0.01, 0.91, 0.1, 0.68, 0.01, 0.51, 0.74, 0.34, 0.61, 0.65, 0.68, 0.21, 0.01, 0.46, 0.01, 0.91, 0.83, 0.68, 0.61]",01110100100010110100100010011010111001100000110011010011110000111010101011100110011001010011011111110101
75_ZTH4CZB2HEY573XK5QOYY_104,12.9574511451,10.766053665,0.2811218500137329,0.4645202159881592,0.1738480329513549,0.3162379264831543,"[0.65, 0.68, 0.21, 0.1, 0.68, 0.81, 0.01, 0.19, 0.68, 0.31, 0.01, 0.68, 0.71, 0.01, 0.92, 0.34, 0.21, 0.01, 0.68, 0.51, 0.51, 0.83, 0.34, 0.91, 0.74, 0.34, 0.51, 0.01, 0.65, 0.01, 0.51, 0.28, 0.01, 0.81]",11001100110011111100000101100100001110100011100100110001110111111110111011101010111011000001110110001100
76_D5GTTGDA2ECAFCX6AYM4E_104,11.7428473042,11.3909495499,0.270827054977417,0.4607219099998474,0.1815808415412902,0.3078401684761047,"[0.01, 0.68, 0.91, 0.1, 0.34, 0.21, 0.51, 0.1, 0.01, 0.81, 0.1, 0.01, 0.11, 0.51, 0.56, 0.34, 0.01, 0.56, 0.01, 0.01, 0.51, 0.56, 0.34, 0.61, 0.83, 0.68, 0.01, 0.01, 0.28, 0.01, 0.41, 0.37, 0.01, 0.31]",00011111010011010011100110011000011000001101000100000100000000101000101011111110000001100001100111000010
77_NSMM7GMCLTGFASLOZUDTE_104,14.3858226502,11.7507839684,0.2781983613967895,0.4682513475418091,0.1773158311843872,0.3164331316947937,"[0.28, 0.68, 0.31, 0.28, 0.01, 0.81, 0.51, 0.83, 0.01, 0.81, 0.65, 0.01, 0.71, 0.51, 0.37, 0.01, 0.81, 0.65, 0.34, 0.71, 0.01, 0.19, 0.34, 0.31, 0.74, 0.68, 0.41, 0.01, 0.74, 0.01, 0.11, 0.65, 0.68, 0.31]",01101100100110001100111110011001100000100101110011001100010100000100100101101110110011010000011100110010
78_APZV2RXJQ7GVSGUMXOF4G45J4BJXJUQ_146,12.694474251,11.4933507492,0.2498430013656616,0.4305191040039062,0.1457868218421936,0.2881339788436889,"[0.83, 0.68, 0.21, 0.46, 0.68, 0.61, 0.01, 0.1, 0.34, 0.91, 0.1, 0.01, 0.21, 0.51, 0.65, 0.68, 0.61, 0.28, 0.34, 0.11, 0.51, 0.46, 0.01, 0.41, 0.46, 0.68, 0.51, 0.01, 0.19, 0.68, 0.81, 0.1, 0.34, 0.81, 0.51, 0.74, 0.34, 0.21, 0.65, 0.01, 0.31, 0.51, 0.1, 0.34, 0.91, 0.1, 0.34, 0.31]",11111100110101110101000110111010011000011111001101010110010001101010001100101110111000101111000011011100111010100111100000010100110111010011010010
79_PT6GPONO6RCURWITRUMZC_104,14.7118040716,7.9074556702,0.261298656463623,0.4475181102752685,0.162488043308258,0.2993232011795044,"[0.37, 0.68, 0.21, 0.83, 0.01, 0.41, 0.01, 0.83, 0.34, 0.81, 0.74, 0.34, 0.91, 0.51, 0.74, 0.01, 0.71, 0.46, 0.34, 0.31, 0.01, 0.28, 0.68, 0.31, 0.19, 0.34, 0.81, 0.01, 0.74, 0.01, 0.41, 0.28, 0.34, 0.11]",01111100111111000110011110111001101011101111010001000101010010001101100100010011100011010001100110010001
80_I56VPIGOBR3N42VCR5CHC_104,13.5318966161,10.8012899072,0.2594932317733764,0.4399275779724121,0.1461455821990966,0.2976216673851013,"[0.56, 0.34, 0.91, 0.83, 0.34, 0.61, 0.01, 0.83, 0.34, 0.01, 0.28, 0.34, 0.81, 0.01, 0.1, 0.01, 0.51, 0.28, 0.68, 0.51, 0.51, 0.1, 0.34, 0.61, 0.56, 0.34, 0.71, 0.01, 0.83, 0.34, 0.11, 0.01, 0.68, 0.11]",01000111011111010101011110100000110011100000110001110110110111100110101010100010100011110100010001110001
81_AD3PDCVSXLA7OQVGNGE4EXPCPJJNWBI_146,12.7583834239,8.859366709,0.2879676818847656,0.4841246604919433,0.2028459906578064,0.3266133069992065,"[0.1, 0.68, 0.41, 0.83, 0.01, 0.41, 0.01, 0.46, 0.34, 0.41, 0.46, 0.34, 0.91, 0.01, 0.65, 0.01, 0.51, 0.74, 0.68, 0.71, 0.01, 0.46, 0.34, 0.21, 0.1, 0.34, 0.21, 0.01, 0.19, 0.34, 0.81, 0.19, 0.34, 0.51, 0.01, 0.83, 0.01, 0.71, 0.83, 0.34, 0.31, 0.51, 0.19, 0.68, 0.41, 0.65, 0.01, 0.61]",00111101101111000110001010101100101011101011000001111101110100001010100110011010011000100111000010010111011110001001111010010100101101101100000101
82_ACYVOYRBAASJABRILDGF6SW2NDSQLQI_146,11.5959483189,14.0238312921,0.2615467309951782,0.4489966630935669,0.1637436151504516,0.29953533411026,"[0.19, 0.68, 0.11, 0.46, 0.34, 0.91, 0.51, 0.01, 0.01, 0.71, 0.19, 0.01, 0.01, 0.01, 0.19, 0.34, 0.31, 0.56, 0.01, 0.01, 0.01, 0.65, 0.34, 0.71, 0.19, 0.68, 0.11, 0.51, 0.1, 0.01, 0.61, 0.83, 0.34, 0.31, 0.51, 0.28, 0.68, 0.71, 0.74, 0.01, 0.51, 0.01, 0.46, 0.01, 0.11, 0.37, 0.01, 0.11]",00101100010101011101100010001000010000000000100100100100000000011000101000010110001100110001011111010010101101101001101000111001010000010111000001
83_AGA42XV2PLTRJSXOTCOHGNRCW6X46MI_146,14.4619812047,8.1833010999,0.3556250333786011,0.5325255990028381,0.1880779266357422,0.388806939125061,"[0.28, 0.01, 0.11, 0.65, 0.68, 0.61, 0.01, 0.83, 0.34, 0.51, 0.56, 0.68, 0.91, 0.01, 0.92, 0.34, 0.81, 0.46, 0.01, 0.81, 0.51, 0.46, 0.68, 0.51, 0.56, 0.68, 0.11, 0.01, 0.37, 0.01, 0.51, 0.1, 0.01, 0.91, 0.51, 0.01, 0.01, 0.61, 0.28, 0.68, 0.91, 0.01, 0.83, 0.68, 0.21, 0.65, 0.68, 0.11]",01100000011100110101011110101110100111101011100111000101001100101011101110100110001001110001110011001101100010001010110111101011111100111100110001
84_GRKCBLFZT5PRD2VWIHB3G_104,12.6097747421,12.0964026839,0.2557821869850158,0.4392898082733154,0.1524633169174194,0.292874813079834,"[0.1, 0.34, 0.11, 0.46, 0.01, 0.31, 0.01, 0.01, 0.34, 0.41, 0.46, 0.68, 0.21, 0.01, 0.37, 0.68, 0.61, 0.83, 0.01, 0.71, 0.01, 0.83, 0.34, 0.61, 0.28, 0.68, 0.31, 0.01, 0.01, 0.68, 0.01, 0.92, 0.68, 0.21]",00110100010101000010000010101100101110011001111101011111000100011110101010110110010000011100001110110011
85_AB653JUDNFWQW3XY5ACVCD5KX2LEPXA_146,13.242035849173783,10.69126392824206,0.2674726247787475,0.4521729350090027,0.1588608026504516,0.3054100275039673,"[0.01, 0.68, 0.91, 0.74, 0.68, 0.41, 0.51, 0.1, 0.34, 0.01, 0.28, 0.68, 0.71, 0.51, 0.28, 0.68, 0.71, 0.19, 0.68, 0.41, 0.51, 0.74, 0.68, 0.81, 0.37, 0.34, 0.01, 0.01, 0.01, 0.34, 0.61, 0.01, 0.01, 0.21, 0.51, 0.74, 0.34, 0.61, 0.37, 0.68, 0.71, 0.51, 0.28, 0.34, 0.11, 0.83, 0.34, 0.81]",00011111011101110110100110100000110110100101101101000010110110111011111000111010000000010101010001000011111010101010111110100101100100011111011100
86_KH4MOOUOKPCEDYYQLQCXI_104,15.441739016910777,11.576353946413512,0.2669048309326172,0.4475452899932861,0.1656967401504516,0.2958815693855285,"[0.46, 0.01, 0.51, 0.92, 0.01, 0.81, 0.01, 0.92, 0.34, 0.91, 0.56, 0.34, 0.81, 0.51, 0.56, 0.68, 0.81, 0.56, 0.34, 0.01, 0.01, 0.83, 0.01, 0.41, 0.19, 0.01, 0.31, 0.51, 0.65, 0.01, 0.11, 0.46, 0.68, 0.71]",01010001111110001100011100111010100011100101001111000100010000011110001100010000010111000000010101110100
87_AB3H6LDO4X2BYZ4CXAEHEXRBGC6FSVQ_146,13.090667193839858,7.824831834828242,0.2660660743713379,0.4301943778991699,0.1833147406578064,0.2602695226669311,"[0.01, 0.68, 0.41, 0.37, 0.68, 0.81, 0.51, 0.28, 0.01, 0.91, 0.74, 0.68, 0.31, 0.51, 0.83, 0.34, 0.01, 0.37, 0.01, 0.41, 0.01, 0.83, 0.01, 0.11, 0.46, 0.68, 0.01, 0.01, 0.19, 0.01, 0.51, 0.19, 0.34, 0.51, 0.51, 0.01, 0.01, 0.31, 0.28, 0.01, 0.61, 0.51, 0.65, 0.34, 0.41, 0.46, 0.34, 0.41]",00011101100111111100101100011011101110010111110100000111000110011110000010101110000000100001110010010111100010000100110000101111000101100101010110
88_AFCWAOA3PIPXKU4B725T4B7CCB65LUI_146,14.218103879772007,9.565309975930155,0.2560477256774902,0.4384332299232483,0.1510682106018066,0.2939893007278442,"[0.46, 0.01, 0.61, 0.28, 0.01, 0.01, 0.51, 0.65, 0.01, 0.21, 0.28, 0.68, 0.91, 0.01, 0.01, 0.68, 0.91, 0.74, 0.34, 0.61, 0.01, 0.37, 0.01, 0.01, 0.83, 0.68, 0.91, 0.01, 0.92, 0.68, 0.21, 0.92, 0.01, 0.11, 0.51, 0.83, 0.01, 0.71, 0.19, 0.01, 0.21, 0.51, 0.74, 0.68, 0.61, 0.37, 0.34, 0.11]",01010001010110000000111000000110110111101000011111011101010101001110000001111111101011101100111110000001111110001000010000011111011101010111010001
89_JSGRVYDLQVOU57RCJ7I4O_104,13.005706379404517,12.031256911936412,0.2789745926856994,0.4667576551437378,0.1877591013908386,0.3088733553886413,"[0.56, 0.68, 0.31, 0.1, 0.34, 0.11, 0.51, 0.46, 0.68, 0.01, 0.1, 0.34, 0.51, 0.01, 0.01, 0.34, 0.61, 0.74, 0.34, 0.21, 0.51, 0.37, 0.68, 0.81, 0.56, 0.34, 0.31, 0.01, 0.83, 0.68, 0.71, 0.37, 0.01, 0.51]",01001100100011010001101011100000011010111000010101011101010011101111111000100010010011111101000111000111
90_ABBRCXHBMESMOGUOFH4N3S4CD3RFLVA_146,14.32619882229689,15.102451187632637,0.2772727608680725,0.4632819294929504,0.1669124364852905,0.3153460025787353,"[0.01, 0.01, 0.21, 0.01, 0.01, 0.61, 0.01, 0.92, 0.34, 0.81, 0.19, 0.68, 0.01, 0.51, 0.19, 0.34, 0.21, 0.01, 0.68, 0.11, 0.51, 0.46, 0.01, 0.51, 0.01, 0.34, 0.21, 0.51, 0.92, 0.01, 0.91, 0.74, 0.68, 0.31, 0.51, 0.65, 0.01, 0.71, 0.1, 0.68, 0.51, 0.01, 0.19, 0.34, 0.61, 0.37, 0.34, 0.71]",00010000110001000101011100111000010110000100100100110001110001101010001110001010011111100011011101110010111000001000011110111000100101010111010100
91_LUEQ7AF3WQJDDGVIZUGF2_104,14.222013294216776,11.134716525245809,0.2549223303794861,0.4379026889801025,0.1511479616165161,0.2918299436569214,"[0.46, 0.68, 0.71, 0.19, 0.34, 0.01, 0.51, 0.83, 0.01, 0.01, 0.46, 0.68, 0.51, 0.01, 0.74, 0.01, 0.11, 0.19, 0.01, 0.81, 0.01, 0.65, 0.68, 0.61, 0.46, 0.01, 0.41, 0.01, 0.74, 0.01, 0.21, 0.01, 0.34, 0.91]",01011101000010010000111110000000101110111011010000010010001100011001101010101000110011010000110001011101
92_AFIEKY4ZUJOYOEVCUJPU6B5LC2CMDVA_146,13.177748887245,9.060791992201356,0.2745383977890014,0.4435582160949707,0.1211535334587097,0.3123797178268432,"[0.46, 0.34, 0.01, 0.56, 0.34, 0.61, 0.51, 0.01, 0.68, 0.21, 0.1, 0.34, 0.11, 0.01, 0.46, 0.68, 0.41, 0.01, 0.68, 0.11, 0.01, 0.46, 0.34, 0.11, 0.46, 0.01, 0.71, 0.51, 0.37, 0.68, 0.71, 0.83, 0.01, 0.11, 0.51, 0.74, 0.34, 0.41, 0.19, 0.68, 0.71, 0.01, 0.56, 0.68, 0.01, 0.37, 0.34, 0.71]",01010100000100010101100011100110011010001001011101100001110001001010100010101000100101111101001111000001111010101100010110100001001100000111010100
93_ANDBJ3FSPAIBIE4IMJYNKVTIG6RAOHA_146,13.509843130975469,31.912071394662664,0.2537856101989746,0.4243930578231811,0.1259765625,0.2876660227775574,"[0.74, 0.01, 0.41, 0.01, 0.34, 0.21, 0.51, 0.28, 0.34, 0.41, 0.56, 0.68, 0.81, 0.01, 0.01, 0.01, 0.01, 0.46, 0.01, 0.11, 0.01, 0.37, 0.01, 0.71, 0.1, 0.01, 0.71, 0.51, 0.65, 0.01, 0.91, 0.46, 0.34, 0.61, 0.51, 0.1, 0.34, 0.01, 0.28, 0.68, 0.91, 0.01, 0.19, 0.01, 0.11, 0.65, 0.34, 0.81]",11010001100001010011101100101100100111100000010000000101000001001110001000011000100111000011010101010101100110100000110111101000100000011100011100
94_O5H47OVA2RPRPCISVRNQK_104,14.88924101197398,11.331281615980457,0.2560728192329407,0.4272210597991943,0.1590601205825805,0.2713589668273926,"[0.37, 0.34, 0.91, 0.1, 0.68, 0.81, 0.51, 0.83, 0.34, 0.91, 0.46, 0.01, 0.11, 0.51, 0.46, 0.01, 0.61, 0.83, 0.01, 0.61, 0.51, 0.65, 0.34, 0.31, 0.19, 0.34, 0.61, 0.01, 0.65, 0.34, 0.41, 0.65, 0.01, 0.61]",01110111010011111100111110111010101000001101010001011111000101111000100100010010101011000101101100000101
95_AEG6D7UCAVSXWCY2VDFSOCHABDXQK5I_146,14.191732299909036,9.7773988185945,0.2567342519760132,0.4178600907325744,0.1670719385147094,0.2501975297927856,"[0.56, 0.01, 0.91, 0.92, 0.01, 0.51, 0.51, 0.83, 0.34, 0.01, 0.56, 0.01, 0.31, 0.51, 0.28, 0.34, 0.61, 0.92, 0.68, 0.01, 0.51, 0.28, 0.01, 0.91, 0.46, 0.34, 0.11, 0.51, 0.19, 0.68, 0.31, 0.37, 0.01, 0.31, 0.01, 0.37, 0.01, 0.01, 0.01, 0.01, 0.51, 0.01, 0.83, 0.01, 0.11, 0.46, 0.68, 0.61]",01000011011110000111111110100000100000010101100101011110110000101100011010101010001100101100100111000010001110000000001000111011110000010101110101
96_D4I5CZD22TITESRK3VPZ2_104,13.363325039143463,10.784732948474774,0.2721399068832397,0.4519259333610534,0.1624481678009033,0.3021767139434814,"[0.01, 0.68, 0.81, 0.56, 0.34, 0.91, 0.01, 0.19, 0.68, 0.31, 0.1, 0.68, 0.61, 0.51, 0.46, 0.01, 0.91, 0.01, 0.01, 0.81, 0.51, 0.19, 0.34, 0.71, 0.46, 0.34, 0.41, 0.51, 0.74, 0.34, 0.51, 0.92, 0.34, 0.91]",00011111000100011101000101100100011110101101010011010001001100100100101000101010110111010101111110011101
97_AHJVZRNBAQIQSAE33MFXMR6J4B6FQVQ_146,13.63097845972288,9.796176133366863,0.3559422492980957,0.53419029712677,0.1890146732330322,0.3902832269668579,"[0.37, 0.34, 0.21, 0.46, 0.68, 0.21, 0.01, 0.19, 0.68, 0.71, 0.19, 0.01, 0.31, 0.01, 0.01, 0.01, 0.71, 0.19, 0.34, 0.01, 0.01, 0.01, 0.01, 0.91, 0.92, 0.68, 0.41, 0.01, 0.19, 0.68, 0.51, 0.28, 0.34, 0.11, 0.51, 0.92, 0.34, 0.21, 0.65, 0.01, 0.21, 0.51, 0.65, 0.34, 0.41, 0.01, 0.34, 0.41]",01110100110101110011000101101000010000010000010001000010010000000010011011110110110000101101110110010001111100100111100000011111000101100001010110
98_AGJCAY5SU5SJSQFJXMNVIVV2P3CUXQY_146,13.4965196904263,15.237709382342606,0.2690937519073486,0.4589788913726806,0.1720144748687744,0.3059395551681518,"[0.28, 0.34, 0.31, 0.19, 0.01, 0.11, 0.51, 0.01, 0.68, 0.41, 0.46, 0.34, 0.21, 0.51, 0.28, 0.34, 0.31, 0.28, 0.34, 0.71, 0.01, 0.01, 0.34, 0.71, 0.74, 0.68, 0.41, 0.01, 0.28, 0.68, 0.61, 0.56, 0.34, 0.61, 0.51, 0.46, 0.68, 0.71, 0.83, 0.68, 0.41, 0.01, 0.46, 0.34, 0.31, 0.83, 0.01, 0.21]",01100100100010000001100011101100101010011101100100100110010100000010101001101110110001101101010100010101101011101001111110110001010100101111000011
99_6XD5TZ4ZAXBRBXTIMZDXA_104,13.454780259321913,8.519423514894731,0.2636873722076416,0.4270919561386108,0.1730508804321289,0.257685124874115,"[0.83, 0.34, 0.51, 0.01, 0.68, 0.91, 0.51, 0.1, 0.68, 0.21, 0.65, 0.68, 0.31, 0.01, 0.01, 0.34, 0.81, 0.1, 0.01, 0.71, 0.01, 0.28, 0.68, 0.81, 0.74, 0.01, 0.21, 0.01, 0.28, 0.34, 0.11, 0.74, 0.68, 0.01]",11110101110001111101100111100111100110010000010111000011000100001101111001101000011001100100011101110000
100_EVGB5DOOIVDM7W7CC5IIO_104,15.914171284712143,13.010835619453712,0.2278980612754821,0.3791894912719726,0.1240832209587097,0.2171476483345031,"[0.19, 0.34, 0.61, 0.1, 0.01, 0.11, 0.51, 0.74, 0.01, 0.41, 0.92, 0.34, 0.81, 0.51, 0.01, 0.34, 0.71, 0.28, 0.68, 0.21, 0.51, 0.92, 0.68, 0.51, 0.65, 0.34, 0.01, 0.51, 0.37, 0.34, 0.71, 0.19, 0.01, 0.51]",00100101010011000001111010001101110011100100010101000110110011111101101111100010000101110101000010000111
